speech_key,id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
Opposition_4th,1,0,1,We believe that the whole government helped to justify why those race-based political parties should be justified together. So we are so happy to oppose today.,introduction,0.0,11.0,
Opposition_4th,2,2,10,"So first of all, I would like to focus on the opening government. So their argument was that those kind of policies will each diversify, or this kind of protecting minorities, or those kind of things. However, it's unlikely that, first, why it should be government. Because even if those kind of minorities' benefits or kind of diversity can be achieved, it is also possible to achieve in our bench. Why? Because we also protect those kind of race-based parties, but also multi-race-based political parties also exist on our world. So which means that I would like to flip this point that even if those kind of benefits will exist, it is also possible to achieve in our party. So which means that there's no uniqueness in argumentation.",independent_rebuttal,11.0,65.2,
Opposition_4th,3,11,14,"And furthermore, there was also an argument that this kind of precedent can come from one party so that they can control over. And the policy would be really, really specific. And that's going to lead to food or discrimination. But this is not something that's related to race-based parties.",independent_rebuttal,65.2,84.9,
Opposition_4th,4,15,19,"Because imagine that they said that a different kind of view towards those kind of races would lead to those kind of discrimination or those kind of things. However, imagine that even if those kind of race-based parties can contribute to eliminate those kind of problems, it's unlikely that this can be accomplished, solved totally. Why? Because food or discrimination is something that is a problem for the people's mindset or those kind of things. Which means that it's unlikely that it can be overly solved by just banning those kind of race-based parties.",independent_rebuttal,84.9,120.6,
Opposition_4th,5,20,25,"And so even if it is true that a minority race groups people's opinion can be reflected, it is likely that the backlash or those kind of things will be happening. For example, if the race-based political parties will be elected as those kind of country's party, then they will have a backlash from the majority of those kind of citizens. They're like, why is this kind of minority are subverting the country or those kind of things? If the majority have those kind of negative images or impressions towards those kind of minority, it's possible that I would like to flip. There is no cohesive kind of mechanism here to support that. It's likely to support those kind of minority opinion.",independent_rebuttal,120.6,177.2,
Opposition_4th,6,26,29,"And furthermore, so why our team, our CEO, is winning against OG is that, one, they lack the justification of why it is likely it have to be bad. Because two, even if there are benefits are made, it is also possible to achieve in our party. And thirdly, parties are, yeah, so the content itself, the argument that is raised by government cannot be profitable at that much. So which means that in terms of projected minority, our side is standing much more superior than superior.",point_of_comparison,177.2,218.7,
Opposition_4th,7,30,38,"And furthermore, I would like to next move on to the CG. So CG's argument was that black, those kind of conflicts between races will be happening. So that which means that it is necessary to ban those kind of race-based political parties. They mentioned that if the race-based, there were race-based political parties, black people would pursue them for profit. But how that, I would like to point that it's not likely to protect minority's opinion. One, a minority's opinion would be oppressed in the government. Why? Because imagine if the race-based parties will be eliminated or banned. So which means that people have to combine into single, not single, but multiple race groups, which means that in the process of deciding policies to enact or work on, which means that minority opinion can be oppressed within those kind of parties.",independent_rebuttal,218.7,283.7,
Opposition_4th,8,39,41,"So and again, in our party, it is possible to speak out those minority argumentation or policies to the public by collecting, voicing out of single parties, which means that rather compared to the government side, minority's opinion can be oppressed in the party. It is much better to voice up in three of the parties and ensure those kind of minority's voices in our parliament. So in terms of protecting minority, we are standing much superior.",point_of_comparison,283.7,318.2,
Opposition_4th,9,42,42,"And third, private law, also as OG, the CJ, it's constantly lack the kind of justification of them.",independent_rebuttal,318.2,326.9,
Opposition_4th,10,43,46,"So which means, and also from the CJ's whip, they said there was a topic about this kind of populism or those kind of things. However, one, populism happens in both sides, even if both happen in both sides. So this is not something that is relevant to those kind of race-based political parties. And even if true, that populism lead to degradation or those kind of things, it doesn't include unique argumentation for here.",independent_rebuttal,326.9,364.1,
Opposition_4th,11,47,47,"So even race-based parties that is not race-based can also, again, but those kind of non-race-based parties also exist in our parliament, which means that profits that is raised by the profits and counterfactuals that is made by OG and CJ is not that unique so much, because it is also possible to achieve in our parliament.",independent_rebuttal,364.1,392.6,
Opposition_4th,12,48,48,"So which means that in terms of which side can protect minority, as government's profits can be also done in our parliament, we are standing much more superior.",point_of_comparison,392.6,401.9,
Opposition_4th,13,49,51,"And compared to like, oh yeah, I forgot it. From OO, they mentioned that it's possible that a minority will just speak up and it will disappear. But there is no uniqueness and likelihood to make this happen.",independent_rebuttal,401.9,419.4,
Opposition_4th,14,52,54,So we crystallize this argument that how the minority opinion can be protected. So we are winning for three groups. So we are so happy to oppose.,point_of_comparison,419.4,429.4,
